Broad region value,Broad region,Specific region value,Specific region (country or colony),Place value,Places (port or location)
,,,,60715,Coanza River
,,,,60716,Congo North
,,,,60717,Congo River
,,,,60718,Rio Zaire
,,,,60719,Grenada Point
,,,,60720,Iron Point
,,,,60721,Kacongo
,,,,60722,Kilongo
,,,,60723,Liverpool River
,,,,60724,Loango
,,,,60725,Malembo
,,,,60726,Mayumba
,,,,60727,Metrueba
,,,,60728,"Mossulo, Luanda"
,,,,60729,Mpinda
,,,,60730,Novo Redondo
,,,,60731,Penido
,,,,60732,Quicombo
,,,,60733,Salinas
,,,,60734,Luanda
,,,,60735,Rio Dande (N of Luanda)
,,,,60739,Ascension Island
,,,,60740,St. Helena
,,,,60741,Soyo
,,,,60742,"Ponta da Lenha, Congo River"
,,,,60799,"West Central Africa and St. Helena, port unspecified"
60000,Africa,60800,East Africa and Indian Ocean islands,60801,Anghoza River
,,,,60802,Cabo Delgado
,,,,60803,Cape of Good Hope
,,,,60805,Costa Leste Occidental
,,,,60806,Ibo
,,,,60807,Inhambane
,,,,60808,Quirimba
,,,,60809,Kilwa
,,,,60810,Lourenço Marques
,,,,60811,Madagascar
,,,,60812,Mauratan
,,,,60813,Morondova
,,,,60814,Port Dauphin
,,,,60815,St. Mary's Island
,,,,60816,Tulia
,,,,60817,Mocambo
,,,,60819,Momboza or Zanzibar
,,,,60820,Mozambique
,,,,60821,"Pomba, Monfia"
,,,,60822,Quilimane
,,,,60823,Sofala
,,,,60824,St. Lawrence
,,,,60826,Zanzibar
,,,,60831,Mascarene Islands
,,,,60832,Bourbon
,,,,60833,Ile de France
,,,,60834,Port-Louis
,,,,60836,Johanna Island
,,,,60837,Mauritius (Ile de France)
,,,,60838,"Ascension, Assomption, and Bourbon"
,,,,60839,Angossy Bay
,,,,60840,Antongil Bay
,,,,60841,Assada
,,,,60842,Boina
,,,,60843,Bombetoc; Bombetoka; Mahajanga; Majunga
,,,,60844,Bonnivoul
,,,,60845,Farantangane
,,,,60846,Foulpointe
,,,,60847,Luna Roads
,,,,60848,Manabullo
,,,,60849,Manazary; Manajary
,,,,60850,Mangally
,,,,60851,Maningare; Manningare
,,,,60852,Massalege; Massaliege; Massaly; Magelage; Mazalagem
,,,,60853,Matitanana
,,,,60854,Morondava
,,,,60855,Morongany; Morongambo; Maringando
,,,,60856,Pointe Larée
,,,,60857,Sadian Bon Porto
,,,,60858,Saint Augustine's Bay; St. Augustin Bay
,,,,60859,Sainte Luce
,,,,60860,Tsiribihina
,,,,60861,Vohemar; Wohemar Bay
,,,,60862,Delagoa Bay
,,,,60863,Swahili coast
,,,,60864,Lindi
,,,,60865,Malimbe
,,,,60866,Manguira
,,,,60867,Mikindani
,,,,60868,Mongale
,,,,60869,"Comoro islands, port unspecified"
,,,,60870,Mohilla
,,,,60871,"Seychelles, port unspecified"
,,,,60872,Horn of Africa
,,,,60898,"East Africa, port unspecified"
,,,,60899,"Southeast Africa and Indian Ocean islands, port unspecified"
60000,Africa,60900,Other Africa,60901,Princes Island and Elmina
,,,,60902,Angola (possibly New Calabar)
,,,,60903,Senegambia or Sierra Leone
,,,,60908,West of Cape Apolonia
,,,,60909,Angola to Ardra
,,,,60912,Windward + Ivory + Gold + Benin
,,,,60913,C.C. Castle and Windward
,,,,60914,Gold Coast + Bight of Benin + Bight of Biafra
,,,,60915,Bights
,,,,60916,Windward Coast (Nunez - Assini)
,,,,60917,"Gold Coast, Fr. definition"
,,,,60981,Causacoo (location undetermined)
,,,,60982,Cape St Martha (location undetermined)
,,,,60983,Casnasonis (location undetermined)
,,,,60984,Massa (location undetermined)
,,,,60985,Touau-Toro (location undetermined)
,,,,60986,Cape Logas (location undetermined)
,,,,60999,"Africa, port unspecified"
70000,Middle East,70100,Other Middle East,70199,"Middle East, port unspecified"
70000,Middle East,70200,Red Sea and Gulf of Aden,70201,Aden
,,,,70202,Assab
,,,,70203,Berbera
,,,,70204,Hodeidah
,,,,70205,Jeddah
,,,,70206,Massawa
,,,,70207,Port Sudan
,,,,70208,Suakin
,,,,70299,"Red Sea and Gulf of Aden, port unspecified"
70000,Middle East,70400,Persian Gulf and the Gulf of Oman,70401,Abu Dhabi
,,,,70402,Bahrain
,,,,70403,Bandar Abbas
,,,,70404,Bander Jask
,,,,70405,Bander Kangan
,,,,70406,Bander Lingah
,,,,70407,Bander Rig
,,,,70408,Basrah
,,,,70409,Chah Bahar
,,,,70410,Damman
,,,,70411,Doha
,,,,70412,Dubai
,,,,70413,Guwadar
,,,,70414,Jubayl
,,,,70415,Kuwait
,,,,70416,Manamah
,,,,70417,Muharraq
,,,,70418,Muscat
,,,,70419,Ras al-Hadd
,,,,70420,Ras al-Khaymah
,,,,70421,Suhar
,,,,70422,Sur
,,,,70423,Zubarah
,,,,70499,"Persian Gulf and Gulf of Oman, port unspecified"
80000,Asia,80200,South Asia,80202,"Northwestern India, port unspecified"
,,,,80203,Bombay
,,,,80204,Cambay
,,,,80205,Daman
,,,,80206,Diu
,,,,80207,Goa
,,,,80208,Surat
,,,,80209,"Malabar Coast, port unspecified"
,,,,80210,Anjengo
,,,,80211,Calicut
,,,,80212,Cochin
,,,,80213,Tellicherry
,,,,80214,Arakan
,,,,80215,Angarcale
,,,,80216,Dianga
,,,,80217,Bengal
,,,,80218,Calcutta
,,,,80219,Chandernagore
,,,,80220,Chittagong
,,,,80221,Kedgeree/Kagery
,,,,80222,"Coromandel Coast, port unspecified"
,,,,80223,Bimilipatam
,,,,80224,Coringa
,,,,80225,Cuddalore
,,,,80226,Devanampatnam
,,,,80227,Ganjam
,,,,80228,Jaggernatpooram
,,,,80229,Karaikal
,,,,80230,Madras/Fort St. George
,,,,80231,Madurai
,,,,80232,Masulipatam
,,,,80233,Nagapatam
,,,,80234,Pondichéry
,,,,80235,Porto Novo
,,,,80236,Pulicat
,,,,80237,Tegnapatam/Fort St. David
,,,,80238,Tranquebar
,,,,80239,Vizagapatam
,,,,80240,Wattara
,,,,80241,Yanam
,,,,80242,Ceylon
,,,,80243,Colombo
,,,,80244,Galle
,,,,80245,Trincomalee
,,,,80299,"South Asia, port unspecified"
80000,Asia,80400,Insular Southeast Asia,80402,Alor
,,,,80403,Bali
,,,,80404,Batak
,,,,80405,Borneo; Kalimantan
,,,,80406,Banjarmasin
,,,,80407,Burma
,,,,80408,Cambodia
,,,,80409,Ende
,,,,80410,Flores
,,,,80411,Java
,,,,80412,Bantam; Banten
,,,,80413,Batavia
,,,,80414,Lombok
,,,,80415,Malay Peninsula; Malaya
,,,,80416,Kedah; Quedah
,,,,80417,Malacca
,,,,80418,Penang
,,,,80419,Singapore
,,,,80420,Manado
,,,,80421,Manggarai
,,,,80422,"Mentawai Islands, port unspecified"
,,,,80423,Moluccas; Malukus
,,,,80424,Amboina; Ambon
,,,,80425,Banda
,,,,80426,Laguna
,,,,80427,Nias
,,,,80428,Papua
,,,,80429,"Philippines, port unspecified"
,,,,80430,Bohol
,,,,80431,Cebu
,,,,80432,Leyte
,,,,80433,Manila
,,,,80434,Mindanao
,,,,80435,Negros
,,,,80436,Panay
,,,,80437,Riau
,,,,80438,Samar
,,,,80439,Sulawesi
,,,,80440,Makassar
,,,,80441,"Sulu Archipelago, port unspecified"
,,,,80442,Jolo
,,,,80443,Sumatra
,,,,80444,Acheh; Banda Aceh
,,,,80445,Bencoolen; Benkulu; Bengkulu
,,,,80446,Pryaman
,,,,80447,Sumbawa
,,,,80448,Tawi-Tawi
,,,,80449,Ternate
,,,,80450,"Thailand, port unspecified"
,,,,80451,Timor
,,,,80452,"Vietnam, port unspecified"
,,,,80499,"Southeast Asia, port unspecified"
80000,Asia,80600,East Asia,80602,"China, port unspecified"
,,,,80603,Macau
,,,,80604,"Japan, port unspecified"
,,,,80605,Nagasaki
,,,,80606,"Korea, port unspecified"
,,,,80699,"East Asia, port unspecified"
80000,Asia,80900,Other Asia,80999,"Asia, port unspecified"
90000,Other,90200,Americas,90201,"Guecka, location undetermined"
,,,,90202,"Rocus, location undetermined"
,,,,90203,"Kalas, location undetermined"
,,,,90204,"Imfors Bay, location undetermined"
,,,,90205,"Marrader (Morada?), location undetermined"
,,,,90299,"Americas, port unspecified"
90000,Other,90400,Spanish Americas,90401,"Spanish American Mainland, port unspecified"
,,,,90499,"Spanish Americas, port unspecified"
90000,Other,90500,British Americas,90501,"Kingston, Savannah, Maryland"
,,,,90599,"British Americas, port unspecified"
90000,Other,90600,Other Asia e Africa,90601,"Asia e Africa, port unspecified"
90000,Other,90700,Non-geographical,90703,British plantations
,,,,90704,Non-British
,,,,90705,Captured by WIC
,,,,90706,Captured interloper
,,,,90707,Prize (unknown place)
,,,,90708,Prize (taken from Dutch)
,,,,90709,Prize (taken from French)
,,,,90710,Prize (taken from Spanish)
,,,,90711,Sold at sea to another vessel
,,,,90712,Wreck
,,,,90713,Slaves rescued at sea from a shipwreck
,,,,90714,Prize (taken from Portuguese)
,,,,90715,Prize (taken from USA)
,,,,90716,Taken at sea from pirates
,,,,90717,Seized at sea by Spanish officials
,,,,90718,"Iberian World, port unspecified"
,,,,90719,At sea
,,,,90799,"Other, non Geographical"
90000,Other,99800,Codes without labels,39040,Bottomaneau (location undetermined)
,,,,99801,Unkown
