Broad region value,Broad region,Specific region value,Specific region (country or colony),Place value,Places (port or location)
,,,,35509,Hamilton (Bermuda)
,,,,35510,Becquia
,,,,35511,Grand Caymans
,,,,35599,"British Caribbean, colony unspecified"
,,,,37040,"Spanish Town, British Virgin Islands"
30000,Caribbean,36100,Martinique,36101,Fort-Royale
,,,,36102,Saint-Pierre
,,,,36199,"Martinique, port unspecified"
30000,Caribbean,36200,Guadaloupe,36201,Basse-Terre
,,,,36202,Pointe-à-Pitre
,,,,36203,Marie-Galante
,,,,36204,"Grande-Terre, port unspecified"
,,,,36299,"Guadeloupe, port unspecified"
30000,Caribbean,36300,French Guiana,36301,Cayenne
,,,,36302,Oyapock
,,,,36399,"French Guiana, port unspecified"
30000,Caribbean,36400,Saint-Domingue,34417,Union
,,,,36401,Tortuga
,,,,36402,Arcahaie
,,,,36403,Cap Français
,,,,36404,Cayes (Les)
,,,,36405,Cul-de-Sac
,,,,36406,Fort Dauphin
,,,,36407,Jacmel
,,,,36408,Jérémie
,,,,36409,Léogane
,,,,36410,Môle Saint Nicolas
,,,,36411,Petit-Goâve
,,,,36412,Port-au-Prince
,,,,36413,Port-de-Paix
,,,,36414,Saint-Marc
,,,,36415,Île à Vache
,,,,36416,Cap Tiberon
,,,,36420,Gonaïve
,,,,36421,Aribonite
,,,,36422,Morne Rouge
,,,,,
,,,,,
,,,,,
,,,,,
,,,,36423,le Mustic (Moustique)
,,,,36424,Boucassin
,,,,36425,L'Estère
,,,,36426,Mont. de Chanteloup
,,,,36427,Port-Margot
,,,,36428,Chicahominy
,,,,36429,Dondon
,,,,36430,Longemalle (Habitation)
,,,,36431,Limonade
,,,,36432,Fond
,,,,36433,Ouanaminthe
,,,,36434,Charbonniere
,,,,36435,Nippes
,,,,36436,Belair
,,,,36437,Boucan-Champagne
,,,,36438,Petite Anse
,,,,36439,Rue Bourbon
,,,,36440,Grand Coâve
,,,,36442,Bon Repos
,,,,36443,Port à l'écu
,,,,36444,"Belair, rue de Vaudreuil"
,,,,36446,Fond-d'Icaques
,,,,36499,"Saint-Domingue, port unspecified"
30000,Caribbean,36500,Other French,36599,"French Caribbean, colony unspecified"
,,,Caribbean,,
30000,Caribbean,37000,Danish West Indies,37010,St. Croix
,,,,37020,St. Thomas
,,,,37030,St. John (Virgin Islands)
,,,,37099,"Danish West Indies, colony unspecified"
30000,Caribbean,38100,St. Barthélemy,38101,"Gustavia, St. Barthélemy"
,,,(Sweden),,
,,,,38199,"St. Barthélemy, port unspecified"
30000,Caribbean,39000,Other Caribbean,39001,Caribbean (colony unspecified)
,,,,39002,West Indies (colony unspecified)
,,,,39003,Orici
,,,,39004,Bottomaneau
,,,,39999,"Caribbean, port unspecified"
,,,,,
,,,,,
,,,,,
,,,,,
40000,Spanish Mainland Americas,41200,Spanish Circum- Caribbean,41201,New Spain
,,,,41202,Campeche
,,,,41203,Veracruz
,,,,41204,Guatemala
,,,,41205,Santo Tomas
,,,,41206,Portobelo
,,,,41207,Cartagena
,,,,41208,Santa Marta
,,,,41210,Venezuela
,,,,41211,Borburata
,,,,41212,Caracas
,,,,41213,Cumana
,,,,41214,La Guaira
,,,,41215,Margarita
,,,,41216,Orinoko
,,,,41217,Rio de la Hacha
,,,,41218,Darien
,,,,41219,Nombre de Dios
,,,,41221,Puerto Cabello
,,,,41222,Isla de Aves
,,,,41223,Coro
,,,,41224,Maracaibo
,,,,41225,Nueva Barcelona
,,,,41226,"Guayana, Venezuela"
,,,,41227,Caracas Coast and Tucacas
,,,,41228,San Juan de los Cayos
,,,,41252,Trujillo
,,,,41253,Puerto de Caballos (Puerto Cortes)
,,,,41297,"Panama, Port unspecified"
,,,,41298,"Honduras, port unspecified"
,,,,41299,"Spanish Circum-Caribbean,unspecified"
40000,Spanish Mainland Americas,42000,Rio de la Plata,42001,Buenos Aires
,,,,42002,Montevideo
,,,,42003,Colonia de Sacramento
,,,,42004,Maldonado
,,,,,
,,,,,
,,,,,
,,,,,
,,,,42005,Río Negro
,,,,42006,Buceo
,,,,42007,Punta del Este
,,,,42099,"Rio de la Plata, port unspecified"
40000,Spanish Mainland Americas,43000,Peru,43001,Lima
,,,,43099,"Peru, port unspecified"
40000,Spanish Mainland Americas,44000,Chile,44001,Valparaiso
,,,,44002,Talcahuano
40000,Spanish Mainland Americas,45000,Ecuador,45099,"Ecuador, port unspecified"
40000,Spanish Mainland Americas,46000,Pacific Central America,46001,Panama City
50000,Brazil,50100,Amazonia,50101,Portos do Norte
,,,,50102,Maranhão
,,,,50103,Pará
,,,,50104,Guajano
,,,,50105,Rio Amazona
,,,,50106,"Ceará, port unspecified"
,,,,50107,Macapá
,,,,50108,Belém
,,,,50109,São Luis
,,,,50110,Aracaty
,,,,50111,Tapajé
,,,,50199,"Amazonia, port unspecified"
50000,Brazil,50200,Bahia,50201,Pôrto Seguro
,,,,50202,Rio Real
,,,,50203,Rio São Francisco
,,,,50204,Taipu
,,,,50205,Alcobaça
,,,,50206,Aldeia Velha
,,,,50207,Aracaju
,,,,50208,Belmonte
,,,,50209,Boaventura
,,,,50210,Canavieiras
,,,,50211,Caravelas
,,,,50212,"Caravelas, Mucuri e Vitória"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,50213,Estância
,,,,50214,Ilhéus
,,,,50215,Laranjeiras
,,,,50216,Mucuri
,,,,50217,Rio Cotinguiba
,,,,50218,Santa Cruz
,,,,50219,"Sergipe, port unspecified"
,,,,50220,Valença
,,,,50221,Vila Viçosa
,,,,50299,"Bahia, port unspecified"
50000,Brazil,50300,Pernambuco,50301,Alagoas province
,,,,50302,Ilha de Itamaric
,,,,50303,Maceió
,,,,50304,Catuamo and Maria Farinha
,,,,50305,Porto de Galinhas
,,,,50306,Paraíba
,,,,50307,Rio Grande do Norte
,,,,50308,Açu
,,,,50309,Fernando de Noronha
,,,,50310,Patacho
,,,,50311,Recife
,,,,50312,Rio Paraíba do Norte
,,,,50399,"Pernambuco, port unspecified"
50000,Brazil,50400,Southeast Brazil,50402,Baía de Botafogo
,,,,50403,Baía de Sepetiba
,,,,50404,Cabo de Búzios
,,,,50405,Cabo Frio
,,,,50406,Campos
,,,,50407,Cananéia
,,,,50408,Copacabana
,,,,50409,Dois Rios
,,,,50410,Ilha de Paquetá
,,,,50411,Ilha das Palmas
,,,,50412,Ilha Grande
,,,,50413,Ilha de Lobes
,,,,50414,Ilha de Marambaia
,,,,50415,Angra dos Reis
,,,,,
,,,,,
,,,,,
,,,,,
,,,,50416,Macaé
,,,,50417,Mangaratiba
,,,,50418,Maricá
,,,,50419,Paranaguá
,,,,50420,Parati
,,,,50421,Ponta Negro
,,,,50422,Rio de Janeiro
,,,,50423,Rio de Janeiro province
,,,,50424,"Rio de Janeiro, Sao Paulo, Santa Catarina"
,,,,50425,Angra dos Reis e Mangaratiba
,,,,50426,Rio Grande do Sul Province
,,,,50427,Rio São Jeso
,,,,50428,Santos
,,,,50429,Antonina
,,,,50430,São Sebastião
,,,,50431,Santa Catarina
,,,,50432,Ariró
,,,,50433,Ubatuba
,,,,50434,Vitória
,,,,50435,Laguna
,,,,50436,Ilha dos Porcos
,,,,50437,São Vicente
,,,,50438,Espírito Santo
,,,,50439,Benevente
,,,,50440,Campos e Macaé
,,,,50441,Cananéia e Iguape
,,,,50442,Caraguatatuba
,,,,50443,Guarapari
,,,,50444,Guaratiba
,,,,50445,Guaratuba
,,,,50446,Iguape
,,,,50447,Itabapoana
,,,,50448,Itaguaí
,,,,50449,Itaipu
,,,,50450,Itajaí
,,,,50451,Itapemirim
,,,,50452,Itapocorói
,,,,,
,,,,,
,,,,,
,,,,,
,,,,50453,Jerumirim
,,,,50454,Jerumirim e Mangaratiba
,,,,50455,Mambucaba
,,,,50456,Porto Alegre
,,,,50457,Porto Belo
,,,,50458,Portos do Sul
,,,,50459,Rio das Ostras
,,,,50460,Rio Doce
,,,,50461,Rio Grande
,,,,50462,Rio São Francisco do Sul
,,,,50463,Rio São João
,,,,50464,São Mateus
,,,,50465,Vila Nova
,,,,50499,"Southeast Brazil, port unspecified"
50000,Brazil,50500,Other Brazil,50599,"Brazil, port unspecified"
60000,Africa,60100,Senegambia and offshore Atlantic,60101,Albreda
,,,,60102,Arguim
,,,,60103,Bissagos
,,,,60104,Bissau
,,,,60105,Cacheu
,,,,60106,Casamance
,,,,60107,Galam
,,,,60108,Gambia
,,,,60109,Gorée
,,,,60110,James Fort
,,,,60111,"Joal, or Saloum River"
,,,,60112,Oibo
,,,,60113,Portudal
,,,,60114,Portuguese Guinea
,,,,60115,Rio Bolola
,,,,60116,Rio Bramiah
,,,,60117,Rio Grande
,,,,60118,Saint-Louis
,,,,60119,French Africa (Goree or Senegal)
,,,,60126,Cape Verde Islands
,,,,60127,Santa Catarina do Fogo
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60128,Madeira
,,,,60129,Azores
,,,,60141,Canary Islands
,,,,60142,Tenerife
,,,,60143,McCarthy Island
,,,,60199,"Senegambia and offshore Atlantic, port unspecified"
60000,Africa,60200,Sierra Leone,20269,Western District
60000,Africa,60200,Sierra Leone,60201,Banana Islands
,,,,60202,Bance Island (Ben's Island)
,,,,60203,Ben's Island
,,,,60204,Cacandia
,,,,60205,Côte de Malaguette (runs through to Cape Palmas on Windward Coast)
,,,,60206,Delagoa
,,,,60207,Freetown
,,,,60208,Gallinhas
,,,,60209,Garraway Roads
,,,,60210,Iles de Los
,,,,60211,Iles Plantain
,,,,60212,Rio Nunez
,,,,60213,Rio Pongo
,,,,60214,Scarcies
,,,,60216,Settra Kou
,,,,60217,Sherbro
,,,,60218,Siraboom
,,,,60219,Sugary (Siekere)
,,,,60220,Sierra Leone estuary
,,,,60221,Bundu
,,,,60241,Mano
,,,,60242,River Kissey
,,,,60243,Bathurst (Leopold)
,,,,60244,Kissy
,,,,60245,Charlotte
,,,,60246,Gloucester
,,,,60247,Hastings
,,,,60248,Waterloo
,,,,60249,Regent
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60253,Aberdeen
,,,,60254,Wellington
,,,,60255,Wellington
,,,,60256,Wilberforce
,,,,60257,Newlands
,,,,60258,Murray
,,,,60259,Leicester
,,,,60260,Fraser Town
,,,,60261,Denham Town (Lumley)
,,,,60262,Lumley
,,,,60263,Kissy and Wellington
,,,,60264,Goderich
,,,,60265,Kent
,,,,60266,Kent School
,,,,60267,Mountain School
,,,,60268,Portuguese Town
,,,,60269,Western District
,,,,60270,Mountains
,,,,60271,Tombo
,,,,60272,Sussex
,,,,60273,Calmont
,,,,60274,Allenstown
,,,,60295,Portuguese Town
,,,,60296,Mountain School
,,,,60299,"Sierra Leone, port unspecified"
60000,Africa,60300,Windward Coast,60301,Barason
,,,,60302,Bassa
,,,,60303,Batoa
,,,,60304,Bercou
,,,,60305,Cap des Palmes
,,,,60306,Cape Mount (Cape Grand Mount)
,,,,60307,Cape Petit Mount
,,,,60308,Cape Grand Mount
,,,,60309,Cape Lahou
,,,,60310,Cess
,,,,60311,Grand Cess
,,,,60312,Petit Cess
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60313,Dembia
,,,,60314,Drouin
,,,,60315,Grand Bassa
,,,,60316,Little Bassa
,,,,60317,Grand Bassam
,,,,60318,Grand Junk
,,,,60319,Little Junk
,,,,60321,Grand Mesurado
,,,,60322,Petit Mesurado
,,,,60324,Rio Assini
,,,,60325,Rio Cavalie
,,,,60326,Rio Sinou
,,,,60327,River Kissey
,,,,60328,Sassandra
,,,,60329,Grand Sestos
,,,,60330,Rock Sestos
,,,,60331,St. Paul
,,,,60332,Tabou
,,,,60333,Trade Town
,,,,60334,Liberia
,,,,60335,Ivory Coast
,,,,60336,Young Sestos
,,,,60337,Little Sestos
,,,,60338,Kru Settra
,,,,60339,Cape Palmas
,,,,60340,Settra Kru
,,,,60399,"Windward Coast, port unspecified"
60000,Africa,60400,Gold Coast,60402,Danish Gold Coast
,,,,60403,Acoda (Akka or Acquida)
,,,,60404,Accra
,,,,60405,Alampo
,,,,60407,Anomabu and Apam
,,,,60408,Anomabu
,,,,60409,Apammin
,,,,60410,Apollonia
,,,,60411,Axim
,,,,60412,Cape Coast Castle
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60413,Chama
,,,,60414,Christiansborg
,,,,60415,Elmina
,,,,60416,Eva
,,,,60417,Kormantine
,,,,60418,Lagoo
,,,,60419,Mouree
,,,,60420,Ningo
,,,,60421,Rio Volta
,,,,60422,Sekondi
,,,,60423,Siekere
,,,,60424,Tantumquerry
,,,,60425,Wiamba
,,,,60426,Gold Coast from Kormatine to Accra
,,,,60427,Gold Coast east of Kormantine
,,,,60428,Pokesoe (Princes Town)
,,,,60429,Boutry
,,,,60431,Takoradi
,,,,60499,"Gold Coast, port unspecified"
60000,Africa,60500,Bight of Benin,60501,Benin
,,,,60502,Costa da Mina
,,,,60503,Aghway
,,,,60504,Agora
,,,,60505,Amokou
,,,,60506,Ardra
,,,,60507,Badagry/Apa
,,,,60508,Dixcove
,,,,60509,Epe
,,,,60510,Popo
,,,,60511,Little Popo
,,,,60512,Grand Popo
,,,,60513,Ife
,,,,60514,Jacquin
,,,,60515,Whydah
,,,,60516,Keta
,,,,60517,"Lagos, Onim"
,,,,60518,Lamo River
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60519,Lay
,,,,60520,Legas
,,,,60521,Oerê
,,,,60522,Pataquery
,,,,60523,Porto Novo
,,,,60524,Rio Forcados/Formosa/Benin
,,,,60525,Rio Nazareth
,,,,60526,Rio Nun
,,,,60530,"Bristol Island, Nazareth"
,,,,60599,"Bight of Benin, port unspecified"
60000,Africa,60600,Bight of Biafra and Gulf of Guinea islands,60601,Andony
,,,,60602,Barabalemo
,,,,60603,Bilbay
,,,,60604,Bimbia
,,,,60605,Bonny
,,,,60607,Bundy
,,,,60608,Calabar
,,,,60609,Cameroons
,,,,60610,Cameroons River
,,,,60611,Cape Baxos
,,,,60612,Cap Lopez
,,,,60613,Cap Lopez And Cabo Santa Catarina
,,,,60614,Cape Lopez and Annobon
,,,,60615,Corisco
,,,,60616,Corisco and Princes Island
,,,,60617,Fockey
,,,,60618,Forke
,,,,60619,Formosa
,,,,60620,Gabon
,,,,60621,Liverpool River
,,,,60622,New Calabar
,,,,60623,Quaqua
,,,,60624,River Brass
,,,,60625,River del Rey
,,,,60626,Timbeys
,,,,60627,Rio Nazareth
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60628,Calabary
,,,,60635,Duke Town
,,,,60636,60636
,,,,60637,Creek Town
,,,,60638,Ekrikok towns
,,,,60639,Old Town
,,,,60640,Old Town
,,,,60660,Gulf of Guinea islands
,,,,60661,Annobon
,,,,60662,Epee and Princes Islands
,,,,60663,Fernando Po
,,,,60664,Fernando Po and Cameroons
,,,,60665,Fernando Po and Princes Islands
,,,,60666,Juda and Princes Islands
,,,,60667,"Juda, Epee, Princes Island, and Annobon"
,,,,60668,Princes Island
,,,,60669,Princes Island and Annobon
,,,,60670,Princes Island and Cape Lopez
,,,,60671,Princes Island and São Tomé
,,,,60672,"Principe, Cap Lopez, Annobon"
,,,,60673,São Tomé
,,,,60674,São Tomé and Annobon
,,,,60675,São Tomé and Cape Lopez
,,,,60676,São Tomé or Princes Island
,,,,60677,Costa de Africa (mainland coast around S
,,,,,Tome/Principe)
,,,,60699,"Bight of Biafra and Gulf of Guinea Islands, port unspecified"
60000,Africa,60700,West Central Africa and St. Helena,60701,Alecuba
,,,,60702,Ambona
,,,,60703,Ambriz
,,,,60704,Ambrizete
,,,,60705,"Barra de Cariba, Luanda"
,,,,60706,Bengo
,,,,60707,Benguela
,,,,60708,Benguela Velho
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60709,Boary
,,,,60710,Bomara
,,,,60711,Cabinda
,,,,60712,Cabo Lopo Gonçalves
,,,,60713,Cape Mole
,,,,60714,Cape Padroon
,,,,60715,Coanza River
,,,,60716,Congo North
,,,,60717,Congo River
,,,,60718,Rio Zaire
,,,,60719,Grenada Point
,,,,60720,Iron Point
,,,,60721,Kacongo
,,,,60722,Kilongo
,,,,60723,Liverpool River
,,,,60724,Loango
,,,,60725,Malembo
,,,,60726,Mayumba
,,,,60727,Metrueba
,,,,60728,"Mossulo, Luanda"
,,,,60729,Mpinda
,,,,60730,Nova Redonda
,,,,60731,Penido
,,,,60732,Quicombo
,,,,60733,Salinas
,,,,60734,Luanda
,,,,60735,Rio Dande (N of Luanda)
,,,,60739,Ascension Island
,,,,60740,St. Helena
,,,,60741,Soyo
,,,,60742,"Ponta da Lenha, Congo River"
,,,,60799,"West Central Africa and St. Helena, port unspecified"
60000,Africa,60800,Southeast Africa and Indian Ocean islands,60801,Anghoza River
,,,,60802,Cabo Delgado
,,,,60803,Cape of Good Hope
,,,,60805,Costa Leste Occidental
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60806,Ibo
,,,,60807,Inhambane
,,,,60808,Quirimba
,,,,60809,Kilwa
,,,,60810,Lourenço Marques
,,,,60811,Madagascar
,,,,60812,Mauratan
,,,,60813,Morondova
,,,,60814,Port Dauphin
,,,,60815,St. Mary's Island
,,,,60816,Tulia
,,,,60817,Mocambo
,,,,60819,Momboza or Zanzibar
,,,,60820,Mozambique
,,,,60821,"Pomba, Monfia"
,,,,60822,Quilimane
,,,,60823,Sofala
,,,,60824,St. Lawrence
,,,,60826,Zanzibar
,,,,60831,Mascarene Islands
,,,,60832,Bourbon
,,,,60833,Ile de France
,,,,60834,Port-Louis
,,,,60836,Johanna Island
,,,,60837,Mauritius (Ile de France)
,,,,60838,"Ascension, Assomption, and Bourbon"
,,,,60899,"Southeast Africa and Indian Ocean islands, port unspecified"
60000,Africa,60900,Other Africa,60901,Princes Island and Elmina
,,,,60902,Angola (possibly New Calabar)
,,,,60903,Senegambia or Sierra Leone
,,,,60908,West of Cape Apolonia
,,,,60909,Angola to Ardra
,,,,60912,Windward + Ivory + Gold + Benin
,,,,60913,C.C. Castle and Windward
,,,,60914,Gold Coast + Bight of Benin + Bight of Biafra
,,,,60915,Bights
,,,,,
,,,,,
,,,,,
,,,,,
,,,,60916,Windward Coast (Nunez - Assini)
,,,,60917,"Gold Coast, Fr. definition"
,,,,60981,Causacoo (location undetermined)
,,,,60982,Cape St Martha (location undetermined)
,,,,60983,Casnasonis (location undetermined)
,,,,60984,Massa (location undetermined)
,,,,60985,Touau-Toro (location undetermined)
,,,,60986,Cape Logas (location undetermined)
,,,,60999,"Africa., port unspecified"
80000,Other,80100,East Indies,80199,"East Indies, port unspecified"
80000,Other,80200,Americas,80200,"Americas, region unspecified"
,,,,80201,"Guecka, location undetermined"
,,,,80202,"Rocus, location undetermined"
,,,,80203,"Kalas, location undetermined"
,,,,80204,"Imfors Bay, location undetermined"
,,,,80205,"Marrader (Morada?), location undetermined"
,,,,80299,"Americas, port unspecified"
80000,Other,80300,Asia e Africa,80399,"Asia e Africa, port unspecified"
80000,Other,80400,Spanish Americas,80401,"Spanish American Mainland, port unspecified"
,,,,80499,"Spanish Americas, port unspecified"
80000,Other,80500,British Americas,80501,"Kingston, Savannah, Maryland"
,,,,80599,"British Americas, port unspecified"
80000,Other,80600,India,80601,Bengal
,,,,80602,Goa
,,,,80603,Calcutta
,,,,80604,Basse Indres
,,,,80699,"India, port unspecified"
80000,Other,80700,Non-geographical,80703,British plantations
,,,,80704,Non-British
,,,,80705,Captured by WIC
,,,,80706,Captured interloper
,,,,80707,Prize (unknown place)
,,,,80708,Prize (taken from Dutch)
,,,,80709,Prize (taken from French)
,,,,80710,Prize (taken from Spanish)
,,,,80711,Sold at sea to another vessel
,,,,80712,Wreck
,,,,,
,,,,,
,,,,,
,,,,,
,,,,80713,Slaves rescued at sea from a shipwreck
,,,,80714,Prize (taken from Portuguese)
,,,,80715,Prize (taken from USA)
,,,,80716,Taken at sea from pirates
,,,,80717,Seized at sea by Spanish officials
,,,,80718,"Iberian World, port unspecified"
,,,,80799,"Other, non Geographical"
80000,Other,99800,Codes without labels,39040,Bottomaneau (location undetermined)
,,,,99801,???
